node_1	node_2	r_bg	r_new	X14_23S_N_C_1_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_11	OTU_193	0.632747080864731	0.633443385894974	0.00069630503024265	0.0267081124546041	0.978692542638592	0.999999975646187	gained	FALSE	FALSE
OTU_123	OTU_193	0.677571473073884	0.65742767981639	-0.0201437932574943	-0.85655370900576	0.391691578090949	0.999999975646187	lost	FALSE	FALSE
OTU_160	OTU_193	0.607614236428008	0.599232683394085	-0.00838155303392363	-0.305602742862124	0.759907131831896	0.999999975646187	lost	FALSE	FALSE
OTU_187	OTU_193	0.623456691289991	0.619684062846383	-0.00377262844360793	-0.141943735026176	0.887124448481073	0.999999975646187	lost	FALSE	FALSE
OTU_1344	OTU_1934	0.714410400745458	0.693415248762169	-0.0209951519832888	-0.986256047113731	0.324007482255569	0.999999975646187	lost	FALSE	FALSE
OTU_1116	OTU_1935	0.618698367364742	0.582644672084776	-0.0360536952799663	-1.34351656769945	0.17910476500059	0.853337527230492	lost	FALSE	FALSE
OTU_110	OTU_1932	0.608717127076713	0.551610833996369	-0.0571062930803438	-2.086609987671	0.036923403725974	0.413597493447073	lost	FALSE	FALSE
OTU_1688	OTU_1932	0.64691559591137	0.667849611300914	0.0209340153895433	0.828000307165359	0.407670325938727	0.999999975646187	gained	FALSE	FALSE
OTU_1730	OTU_1932	0.673107908339276	0.695756029282493	0.0226481209432177	0.952426883657701	0.340880530719611	0.999999975646187	gained	FALSE	FALSE
OTU_188	OTU_1932	0.608052053640862	0.54223423865208	-0.0658178149887818	-2.40183295990823	0.0163131556537507	0.25867981829025	lost	FALSE	FALSE
OTU_1148	OTU_1937	0.642927392995965	0.644287631782282	0.00136023878631675	0.0533295703960929	0.957469319949292	0.999999975646187	gained	FALSE	FALSE
OTU_1159	OTU_1937	0.681938976944527	0.672125359744095	-0.00981361720043184	-0.421925975335717	0.673079049672675	0.999999975646187	lost	FALSE	FALSE
OTU_14	OTU_1937	0.63391581264606	0.625182363695711	-0.00873344895034967	-0.335817230663507	0.737008695812083	0.999999975646187	lost	FALSE	FALSE
OTU_152	OTU_1937	0.616361727119558	0.602215184772327	-0.0141465423472311	-0.524707962041973	0.599786221511921	0.999999975646187	lost	FALSE	FALSE
OTU_1865	OTU_1937	0.649981428985428	0.59919542085802	-0.050786008127408	-2.02256165939267	0.0431183604783335	0.449830863082104	lost	FALSE	FALSE
OTU_1387	OTU_1938	0.621895240138469	0.610907811064762	-0.0109874290737073	-0.412087059397845	0.680275613267343	0.999999975646187	lost	FALSE	FALSE
OTU_15831	OTU_1938	0.649586591773256	0.530837737054264	-0.118748854718992	-4.72499585846178	2.30120046149669e-06	0.00035115301616835	lost	FALSE	FALSE
OTU_1791	OTU_1938	0.616255755418847	0.555841962374504	-0.0604137930443429	-2.24032992605302	0.0250695118103638	0.33297248441383	lost	FALSE	FALSE
OTU_1343	OTU_194	0.602681069787969	0.455096561055959	-0.14758450873201	-5.3306754907212	9.78481272670353e-08	2.51197250470759e-05	lost	FALSE	FALSE
OTU_1627	OTU_194	0.603173710986041	0.68745749468382	0.0842837836977792	3.04712900820065	0.00231038528053128	0.0721040328138936	gained	FALSE	FALSE
OTU_124	OTU_1940	0.685402660492822	0.750926340287126	0.0655236797943033	2.84228350474894	0.00447916409697601	0.113235438577348	gained	FALSE	FALSE
OTU_1665	OTU_1940	0.628726238768887	0.574790881130269	-0.0539353576386181	-2.05144108104411	0.0402240118699657	0.433201605256934	lost	FALSE	FALSE
OTU_1841	OTU_1940	0.647266948594831	0.477521857627879	-0.169745090966952	-6.71915901710335	1.8277636114246e-11	1.40647743862322e-08	lost	FALSE	FALSE
OTU_1529	OTU_1946	0.610233019752595	0.611491679115773	0.0012586593631787	0.0461256261182868	0.963210121053064	0.999999975646187	gained	FALSE	FALSE
OTU_1035	OTU_195	0.651986862973872	0.650603626621617	-0.00138323635225424	-0.0553378143818934	0.955869336786293	0.999999975646187	lost	FALSE	FALSE
OTU_1094	OTU_195	0.603816117438396	0.60033359968909	-0.00348251774930586	-0.126057821443205	0.899686154674058	0.999999975646187	lost	FALSE	FALSE
