logFC	adj.P.Val	name	group	Regulation
-0.188470539180685	0.359750454507667	OTU_6007	unwarming_vs_warming	NS
-0.339051800937287	0.359750454507667	OTU_332	unwarming_vs_warming	NS
-0.326148865930152	0.359750454507667	OTU_215	unwarming_vs_warming	NS
-0.406260791945741	0.359750454507667	OTU_14	unwarming_vs_warming	NS
-0.616464991573534	0.359750454507667	OTU_648	unwarming_vs_warming	NS
-0.659028127175098	0.359750454507667	OTU_152	unwarming_vs_warming	NS
-0.175526223941712	0.359750454507667	OTU_510	unwarming_vs_warming	NS
-0.217942136829317	0.359750454507667	OTU_533	unwarming_vs_warming	NS
-0.827502823247371	0.359750454507667	OTU_1573	unwarming_vs_warming	NS
-0.148947880490553	0.359750454507667	OTU_2006	unwarming_vs_warming	NS
0.1272473279525	0.359750454507667	OTU_4072	unwarming_vs_warming	NS
-0.0915233897200669	0.359750454507667	OTU_1586	unwarming_vs_warming	NS
-1.20251666212733	0.359750454507667	OTU_123	unwarming_vs_warming	NS
-0.379471217946567	0.359750454507667	OTU_287	unwarming_vs_warming	NS
0.0732015815871944	0.359750454507667	OTU_8378	unwarming_vs_warming	NS
-0.0699357453389116	0.359750454507667	OTU_2902	unwarming_vs_warming	NS
-0.396345662586453	0.359750454507667	OTU_147	unwarming_vs_warming	NS
-0.0788857112622764	0.359750454507667	OTU_2764	unwarming_vs_warming	NS
0.0529690116806919	0.359750454507667	OTU_1401	unwarming_vs_warming	NS
0.105500552121249	0.360659604148406	OTU_1591	unwarming_vs_warming	NS
-0.123833817655279	0.361980755514004	OTU_482	unwarming_vs_warming	NS
-0.556270645067866	0.362069167717849	OTU_486	unwarming_vs_warming	NS
-0.149042398499797	0.362853820597472	OTU_10512	unwarming_vs_warming	NS
-0.193034426478152	0.367276762542376	OTU_1668	unwarming_vs_warming	NS
-0.373889530659586	0.368128634420233	OTU_290	unwarming_vs_warming	NS
-0.522047536019107	0.368128634420233	OTU_630	unwarming_vs_warming	NS
-0.173602449310632	0.369666234157174	OTU_925	unwarming_vs_warming	NS
-0.37848769125152	0.371674198727156	OTU_927	unwarming_vs_warming	NS
-1.15513172325534	0.371674198727156	OTU_145	unwarming_vs_warming	NS
0.100304204939052	0.371674198727156	OTU_2086	unwarming_vs_warming	NS
0.131481384109685	0.372504024903417	OTU_9761	unwarming_vs_warming	NS
0.172034944657769	0.372757570967504	OTU_3180	unwarming_vs_warming	NS
0.0797393263976421	0.372757570967504	OTU_1423	unwarming_vs_warming	NS
-1.48841095980994	0.372757570967504	OTU_12	unwarming_vs_warming	NS
-0.215521164989256	0.372757570967504	OTU_1901	unwarming_vs_warming	NS
0.182661356115578	0.372757570967504	OTU_33	unwarming_vs_warming	NS
-1.54943531315393	0.372757570967504	OTU_747	unwarming_vs_warming	NS
-0.136203099555418	0.372757570967504	OTU_1178	unwarming_vs_warming	NS
0.0648402606041263	0.372757570967504	OTU_10712	unwarming_vs_warming	NS
-0.69534507504573	0.372757570967504	OTU_455	unwarming_vs_warming	NS
-0.137223943511019	0.372757570967504	OTU_637	unwarming_vs_warming	NS
-0.0847143736836696	0.372757570967504	OTU_2061	unwarming_vs_warming	NS
-1.00019024754049	0.373043071082867	OTU_4	unwarming_vs_warming	NS
-0.561003791282991	0.373324021353198	OTU_188	unwarming_vs_warming	NS
0.0880141540279469	0.375546004902	OTU_5841	unwarming_vs_warming	NS
-0.131615102908678	0.375546004902	OTU_1745	unwarming_vs_warming	NS
-4.5630027463541	0.375546004902	OTU_31	unwarming_vs_warming	NS
