"name","Zi","Pi","type"
"OTU_188",1.30337422164056,0,"Peripherals"
"OTU_1886",-0.577350269189626,0,"Peripherals"
"OTU_1887",-0.707106781186547,0.5,"Peripherals"
"OTU_1888",0,0,"Peripherals"
"OTU_1891",-0.909902758503789,0,"Peripherals"
"OTU_19",-0.755471576991095,0,"Peripherals"
"OTU_190",-0.651081623773395,0.64,"Connectors"
"OTU_192",-0.873358518616963,0,"Peripherals"
"OTU_1929",-0.0465058302695282,0,"Peripherals"
"OTU_1932",0,0,"Peripherals"
"OTU_1933",0.073775899338145,0.46875,"Peripherals"
"OTU_1941",-0.755471576991095,0,"Peripherals"
"OTU_1959",-0.707106781186547,0,"Peripherals"
"OTU_196",-0.501017615821025,0,"Peripherals"
"OTU_1961",-0.768570894265581,0,"Peripherals"
"OTU_1981",-0.802225572149362,0.5,"Peripherals"
"OTU_1989",-0.651081623773395,0.444444444444444,"Peripherals"
"OTU_199",-0.501017615821025,0,"Peripherals"
"OTU_1993",-0.750939261482638,0,"Peripherals"
"OTU_2",-0.263752189358315,0,"Peripherals"
"OTU_2009",-0.499937675397428,0.375,"Peripherals"
"OTU_2013",-0.120615351956913,0,"Peripherals"
"OTU_2014",1.15470053837925,0,"Peripherals"
"OTU_2020",-0.335907122544986,0,"Peripherals"
"OTU_2024",0,0,"Peripherals"
"OTU_2026",-0.499937675397428,0,"Peripherals"
"OTU_203",1.07599925197181,0,"Peripherals"
"OTU_2037",-1.04638261415677,0,"Peripherals"
"OTU_204",0.259786911907198,0,"Peripherals"
"OTU_2042",-0.172143765122338,0,"Peripherals"
"OTU_2047",0,0,"Peripherals"
"OTU_2051",0.201544273526992,0,"Peripherals"
"OTU_2053",-0.768570894265581,0,"Peripherals"
"OTU_2055",1.22474487139159,0,"Peripherals"
"OTU_206",2.21284192174137,0,"Peripherals"
"OTU_2067",-0.394537706977143,0,"Peripherals"
"OTU_2069",0.319695563798628,0.611111111111111,"Peripherals"
"OTU_207",-0.0465058302695282,0.375,"Peripherals"
"OTU_2072",-0.931588505112178,0,"Peripherals"
"OTU_208",-0.547722557505166,0.64,"Connectors"
"OTU_2082",-1.20455918504371,0,"Peripherals"
"OTU_209",0,0,"Peripherals"
"OTU_2093",0,0,"Peripherals"
"OTU_2097",-1.04638261415677,0,"Peripherals"
"OTU_210",-0.120615351956913,0,"Peripherals"
"OTU_2101",-1.04568321937182,0,"Peripherals"
"OTU_2104",0,0,"Peripherals"
"OTU_2116",-0.956182887467515,0,"Peripherals"
"OTU_212",2.92056939820921,0,"Module hubs"
"OTU_2121",-0.153714178853116,0,"Peripherals"
"OTU_214",-0.909902758503789,0,"Peripherals"
"OTU_2162",-0.707106781186547,0.5,"Peripherals"
"OTU_2163",0.695586634912533,0.13265306122449,"Peripherals"
"OTU_2164",-0.501017615821025,0,"Peripherals"
"OTU_2166",0,0,"Peripherals"
"OTU_2186",-0.707106781186547,0,"Peripherals"
"OTU_219",-0.394537706977143,0.444444444444444,"Peripherals"
"OTU_2200",0.259786911907198,0,"Peripherals"
"OTU_221",0.64018917577131,0.448979591836735,"Peripherals"
"OTU_222",-0.169515875905202,0,"Peripherals"
"OTU_2223",-0.881419879685137,0,"Peripherals"
"OTU_223",1.30337422164056,0,"Peripherals"
"OTU_2253",0,0,"Peripherals"
"OTU_2275",-0.736119501971158,0,"Peripherals"
"OTU_2278",-1.15470053837925,0,"Peripherals"
"OTU_229",1.42111574086435,0.375,"Peripherals"
"OTU_2295",0.115163350151082,0.42603550295858,"Peripherals"
"OTU_2316",0,0,"Peripherals"
"OTU_232",-0.909902758503789,0.5,"Peripherals"
"OTU_2329",-0.501017615821025,0,"Peripherals"
"OTU_233",1.05745455718008,0.416666666666667,"Peripherals"
"OTU_234",0.260269171341445,0,"Peripherals"
"OTU_2349",-0.610365755800732,0,"Peripherals"
"OTU_235",3.30300502282009,0.346666666666667,"Module hubs"
"OTU_2360",0.201544273526992,0,"Peripherals"
"OTU_2362",-0.802225572149362,0,"Peripherals"
"OTU_2366",0,0,"Peripherals"
"OTU_2380",-0.46525993461037,0,"Peripherals"
"OTU_2381",0.115163350151082,0.375,"Peripherals"
"OTU_2382",-0.707106781186547,0,"Peripherals"
"OTU_2392",0.408248290463863,0,"Peripherals"
"OTU_240",-0.909902758503789,0,"Peripherals"
"OTU_2407",-1.04638261415677,0,"Peripherals"
"OTU_2409",0,0,"Peripherals"
"OTU_2414",0,0,"Peripherals"
"OTU_242",1.31378970511417,0.453686200378072,"Peripherals"
"OTU_2425",1.56099701456174,0,"Peripherals"
"OTU_2426",-0.768570894265581,0,"Peripherals"
"OTU_243",-0.663983094043305,0.444444444444444,"Peripherals"
"OTU_2434",-0.881419879685137,0,"Peripherals"
"OTU_2435",-0.0465058302695282,0.444444444444444,"Peripherals"
"OTU_2437",-0.909902758503789,0,"Peripherals"
"OTU_2449",-0.577350269189626,0,"Peripherals"
"OTU_2461",-0.239045721866879,0,"Peripherals"
"OTU_2469",-1.22474487139159,0,"Peripherals"
"OTU_247",0,0,"Peripherals"
"OTU_2475",-0.577350269189626,0,"Peripherals"
"OTU_248",-0.501017615821025,0,"Peripherals"
"OTU_2480",1.04756985323299,0.5,"Peripherals"
"OTU_2482",0,0,"Peripherals"
"OTU_250",0.406926014858372,0.297520661157025,"Peripherals"
"OTU_2509",-0.768570894265581,0,"Peripherals"
"OTU_2525",-0.881419879685137,0,"Peripherals"
"OTU_254",-0.577350269189626,0,"Peripherals"
