"name","Degree","Local_Clustering_Coefficient","Betweenness_Centrality","Closeness_Centrality","Eigenvector_Centrality","PageRank","K_core","Zi","Pi","type"
"OTU_166",3,0,12066,0.000400898224585782,0.00308666516149389,0.00114372067401993,2,-0.394537706977143,0.444444444444444,"Peripherals"
"OTU_1663",1,0,0,1.22359360873604,1.04727129271392e-17,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1666",1,0,0,1.2466803116971,1.05133179933582e-18,0.00123001230012231,1,0,0,"Peripherals"
"OTU_1668",5,0.2,1576,0.000316950897687496,0.000133712291068187,0.00168522392542489,3,0.64018917577131,0,"Peripherals"
"OTU_1669",2,0,584,0.000242955635897461,7.42714857046125e-07,0.00127201728726059,1,-0.501017615821025,0,"Peripherals"
"OTU_1678",8,0.178571428571429,1044,0.000426877342629606,0.0701447995175704,0.00168114045157057,5,-0.175048292229644,0.21875,"Peripherals"
"OTU_1685",3,0.333333333333333,1166,0.000364186286179965,0.0709291637869259,0.000871051764702988,2,-0.651081623773395,0.444444444444444,"Peripherals"
"OTU_1687",2,0,8,0.000355786797060502,0.0359821032487844,0.000487329257134478,2,-0.900577398181458,0,"Peripherals"
"OTU_1691",13,0.243589743589744,4929,0.000445575777835393,0.321846281809814,0.00223833308558556,6,0.260269171341445,0.390532544378698,"Peripherals"
"OTU_1698",1,0,0,1.21534518352025,3.40225728965833e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1699",5,0.1,2327,0.000350040757659057,0.0236320683896812,0.0017248627683183,2,0.358568582800318,0.56,"Peripherals"
"OTU_17",20,0.178947368421053,9415,0.000471431047154939,0.151334087842025,0.00380298279818159,5,1.27600991967398,0.265,"Peripherals"
"OTU_170",3,0.333333333333333,584,0.00028951976535973,1.12583565620465e-05,0.00130746122664198,2,-0.120615351956913,0,"Peripherals"
"OTU_1702",1,0,0,0.000249302300439976,1.64383879805449e-05,0.000528682885631022,1,-0.909902758503789,0,"Peripherals"
"OTU_173",2,0,584,0.000256838358166485,6.73228294391958e-07,0.00119935927008631,1,-0.501017615821025,0,"Peripherals"
"OTU_1737",1,0,0,0.402434919596421,4.81343176301812e-18,0.000958389406861639,1,-0.577350269189626,0,"Peripherals"
"OTU_174",1,0,0,0.411656423350433,7.37324555593702e-18,0.000933922254743243,1,-0.577350269189626,0,"Peripherals"
"OTU_1742",2,0,5,0.101737449689858,1.35545617425144e-17,0.00142839802038999,1,0.300375704593055,0,"Peripherals"
"OTU_1743",1,0,0,1.24931286508003,5.44752433449122e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1744",2,1,0,0.000375206493963995,0.0785403307038798,0.00051031022966799,2,-0.900577398181458,0,"Peripherals"
"OTU_1745",1,0,0,1.24371385997885,0,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1748",1,0,0,1.2060189966134,4.39812744951332e-18,0.00123001230012231,1,0,0,"Peripherals"
"OTU_175",15,0.304761904761905,1804,0.000423381972633311,0.481689435774756,0.00251082650274404,7,0.709213911610305,0.417777777777778,"Peripherals"
"OTU_1755",2,0,584,0.000371389312506409,0.0134944392815197,0.000793253512628067,1,-0.707106781186547,0.5,"Peripherals"
"OTU_1759",1,0,0,1.22297055865118,7.22457945355554e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1766",5,0.5,63,0.000369908204404099,0.0946126580608925,0.00098912622539809,4,-0.267679818898603,0.48,"Peripherals"
